"pattern"	"count"	"nhits"	"name"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI"	113	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ"	134	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACG"	2688	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_metal_resistance|Drug_and_metal_MFS_efflux_pumps|PMRG"	232	1230334	"G527_95_MockCommunity_S95"
"Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT"	4	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Biocides|Acid_resistance|Acid_resistance_protein|ASR"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Biocides|Acid_resistance|Acid_resistance_protein|GADA"	6	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Biocides|Acid_resistance|Acid_resistance_protein|GADB"	5	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Biocides|Acid_resistance|Acid_resistance_protein|YDEP"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Biocides|Acid_resistance|Acid_resistance_regulator|GADE"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMRA"	3	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|PCM"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS"	4	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC"	8	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLCSM"	3	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE"	8	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA"	3	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation"	3	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation"	4	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation"	13	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARY"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME"	4320	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME"	1197	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation"	118	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation"	10	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation"	14	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation"	14	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|betalactams|Class_A_betalactamases|CTX"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|betalactams|Class_A_betalactamases|GPC"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|betalactams|Class_A_betalactamases|TEM"	6692	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|betalactams|Class_C_betalactamases|ACT"	3	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|betalactams|Class_C_betalactamases|AMPC"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|betalactams|Class_C_betalactamases|BLAEC"	20	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|betalactams|Class_D_betalactamases|OXA"	8	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|betalactams|Penicillin_binding_protein|AMPH"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|betalactams|Penicillin_binding_protein|PBP2"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation"	14	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation"	26	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation"	30	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation"	4	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation"	3	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Fosfomycin|Fosfomycin_target_mutation|PTSL|RequiresSNPConfirmation"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation"	304	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEB"	3	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEC"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Multi-drug_resistance|MDR_23S_rRNA_mutation|MDR23S|RequiresSNPConfirmation"	7	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXB"	4	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXC"	4	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation"	21	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Phenicol|Phenicol-resistant_23S_rRNA_mutation|PH23S|RequiresSNPConfirmation"	66	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation"	7	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation"	43	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation"	17	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI"	70	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII"	6	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC"	4026	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation"	15	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Copper_resistance|Copper_resistance_protein|COPA"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Copper_resistance|Copper_resistance_protein|COPG"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Copper_resistance|Copper_resistance_protein|CUTF"	3	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Copper_resistance|Copper_resistance_regulator|COPR"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRA"	3	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Mercury_resistance|Mercury_resistance_protein|MERA"	3	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD"	3	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA"	7	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA"	18	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCCA"	3	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCZA"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA"	4	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA"	4	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB"	6	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC"	9	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCS"	10	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB"	4	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Zinc_resistance|Zinc_resistance_protein|ZITB"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB"	4	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD"	15	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA"	3	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR"	3	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRASM"	3	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRBSM"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRCSM"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA"	4	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS"	6	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB"	4	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF"	8	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXY"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPE"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOB"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB"	4	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXD"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXG"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXN"	3	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXQ"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB"	34	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEX"	3	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME"	6	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGC"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation"	3	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS"	3	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR"	8	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW"	2	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ"	1	17421	"G527_94_NoTemplate-DNAextraction2_S94"
"Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR"	16	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT"	32	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Acid_resistance|Acid_resistance_protein|ASR"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Acid_resistance|Acid_resistance_protein|GADA"	47	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Acid_resistance|Acid_resistance_protein|GADB"	30	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Acid_resistance|Acid_resistance_protein|GADC"	11	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Acid_resistance|Acid_resistance_protein|HDEA"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Acid_resistance|Acid_resistance_protein|HDEB"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Acid_resistance|Acid_resistance_protein|YDEP"	14	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Acid_resistance|Acid_resistance_regulator|EVGA"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Acid_resistance|Acid_resistance_regulator|GADE"	8	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Biguanide_resistance|Biguanide_cation_efflux|CEPAB"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMRA"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG"	17	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|PCM"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS"	16	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO"	5	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|EMHB"	6	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TBTB"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC"	79	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLCSM"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TTGE"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEB"	3	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE"	11	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Paraquat_resistance|Paraquat_resistance_protein|NMPC"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA"	21	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB"	10	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI"	14	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation"	8	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation"	26	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation"	37	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARY"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE"	6	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME"	72	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME"	149	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME"	27817	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME"	7746	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6"	8	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation"	995	113294	"G527_93_NoTemplate-DNAextraction1_S93"
