"count"	"nhits"	"name"	"class"	"type"	"protein"	"gene"	"farm"	"animal"	"sample"	"site"
62300	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSA"	"1"	"2"	"5"	"feces"
47487	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSC"	"1"	"2"	"5"	"feces"
47497	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSH"	"1"	"2"	"5"	"feces"
14	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Bacitracin"	"Undecaprenyl_pyrophosphate_phosphatase"	"BACA"	"1"	"2"	"5"	"feces"
18	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"ACI"	"1"	"2"	"5"	"feces"
25314	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CFX"	"1"	"2"	"5"	"feces"
6	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"	"1"	"2"	"5"	"feces"
35	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"ROB"	"1"	"2"	"5"	"feces"
7	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"CFIA"	"1"	"2"	"5"	"feces"
1	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"LRA"	"1"	"2"	"5"	"feces"
8	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ACT"	"1"	"2"	"5"	"feces"
16	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"AMPC"	"1"	"2"	"5"	"feces"
1	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"AZECL"	"1"	"2"	"5"	"feces"
169	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"BLAEC"	"1"	"2"	"5"	"feces"
25	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"MIR"	"1"	"2"	"5"	"feces"
30	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"betalactams"	"Mutant_porin_proteins"	"OMP36"	"1"	"2"	"5"	"feces"
7	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"betalactams"	"Mutant_porin_proteins"	"OMPFB"	"1"	"2"	"5"	"feces"
11	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"AMPH"	"1"	"2"	"5"	"feces"
10	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"PBP2"	"1"	"2"	"5"	"feces"
6	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"PBP4B"	"1"	"2"	"5"	"feces"
47487	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Cationic_antimicrobial_peptides"	"Cationic_peptide-resistant_16S_ribosomal_subunit_protein"	"CAP16S"	"1"	"2"	"5"	"feces"
32	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Cationic_antimicrobial_peptides"	"Lipid_A_modification"	"EPTA"	"1"	"2"	"5"	"feces"
14	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Cationic_antimicrobial_peptides"	"Lipid_A_modification"	"PMRF"	"1"	"2"	"5"	"feces"
50	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Cationic_antimicrobial_peptides"	"Lipid_A_modification"	"UGD"	"1"	"2"	"5"	"feces"
6	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Cationic_antimicrobial_peptides"	"Polymyxin_B_resistance_regulator"	"BASRS"	"1"	"2"	"5"	"feces"
11400	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"1"	"2"	"5"	"feces"
1562	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRA"	"1"	"2"	"5"	"feces"
318	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRB"	"1"	"2"	"5"	"feces"
270	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PARC"	"1"	"2"	"5"	"feces"
40	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PAREF"	"1"	"2"	"5"	"feces"
10	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Fosfomycin"	"Fosfomycin_target_mutation"	"GLPT"	"1"	"2"	"5"	"feces"
26	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Fosfomycin"	"Fosfomycin_target_mutation"	"MURA"	"1"	"2"	"5"	"feces"
13	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Fosfomycin"	"Fosfomycin_target_mutation"	"PTSL"	"1"	"2"	"5"	"feces"
23	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Fosfomycin"	"Fosfomycin_target_mutation"	"UHPT"	"1"	"2"	"5"	"feces"
418	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Fusidic_acid"	"Fusidic_acid-resistant_mutation"	"FUSA"	"1"	"2"	"5"	"feces"
1	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Fusidic_acid"	"Fusidic_acid-resistant_mutation"	"FUSE"	"1"	"2"	"5"	"feces"
3	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Glycopeptides"	"VanA-type_accessory_protein"	"VANYA"	"1"	"2"	"5"	"feces"
4	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Glycopeptides"	"VanA-type_regulator"	"VANRA"	"1"	"2"	"5"	"feces"
1	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANA"	"1"	"2"	"5"	"feces"
30	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANXA"	"1"	"2"	"5"	"feces"
44	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Glycopeptides"	"VanC-type_regulator"	"VANRC"	"1"	"2"	"5"	"feces"
2	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANC"	"1"	"2"	"5"	"feces"
5	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANTC"	"1"	"2"	"5"	"feces"
1	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANXYC"	"1"	"2"	"5"	"feces"
404	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Glycopeptides"	"Vancomycin-resistant_mutation"	"RPOC"	"1"	"2"	"5"	"feces"
5	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Glycopeptides"	"VanD-type_regulator"	"VANRD"	"1"	"2"	"5"	"feces"
111	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Glycopeptides"	"VanD-type_regulator"	"VANSD"	"1"	"2"	"5"	"feces"
4	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Glycopeptides"	"VanD-type_resistance_protein"	"VANHD"	"1"	"2"	"5"	"feces"
5	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Glycopeptides"	"VanF-type_accessory_protein"	"VANYF"	"1"	"2"	"5"	"feces"
6	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Glycopeptides"	"VanG-type_regulator"	"VANRG"	"1"	"2"	"5"	"feces"
4	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Glycopeptides"	"VanL-type_regulator"	"VANRI"	"1"	"2"	"5"	"feces"
1	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Glycopeptides"	"VanM-type_regulator"	"VANSM"	"1"	"2"	"5"	"feces"
156	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Lipopeptides"	"Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoB"	"RPOBL"	"1"	"2"	"5"	"feces"
459	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Lipopeptides"	"Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC"	"RPOCL"	"1"	"2"	"5"	"feces"
50	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"CFR"	"1"	"2"	"5"	"feces"
7	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERM"	"1"	"2"	"5"	"feces"
26	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERM32"	"1"	"2"	"5"	"feces"
18	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMB"	"1"	"2"	"5"	"feces"
162	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMF"	"1"	"2"	"5"	"feces"
6	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMQ"	"1"	"2"	"5"	"feces"
27	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"LLMA"	"1"	"2"	"5"	"feces"
350	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	"LNUA"	"1"	"2"	"5"	"feces"
1963	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	"LNUC"	"1"	"2"	"5"	"feces"
11	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	"LNUP"	"1"	"2"	"5"	"feces"
26	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"Macrolide_phosphotransferases"	"MPHB"	"1"	"2"	"5"	"feces"
40	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"Macrolide_phosphotransferases"	"MPHN"	"1"	"2"	"5"	"feces"
644811	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"Macrolide-resistant_23S_rRNA_mutation"	"MLS23S"	"1"	"2"	"5"	"feces"
45	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"LSA"	"1"	"2"	"5"	"feces"
10	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"MSRA"	"1"	"2"	"5"	"feces"
26	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"MSRD"	"1"	"2"	"5"	"feces"
12	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"OLEB"	"1"	"2"	"5"	"feces"
4	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"OLEC"	"1"	"2"	"5"	"feces"
32	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"TLRC"	"1"	"2"	"5"	"feces"
24356	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"MLS_resistance_MFS_efflux_pumps"	"MEFA"	"1"	"2"	"5"	"feces"
663	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"MLS_resistance_MFS_efflux_pumps"	"MEFE"	"1"	"2"	"5"	"feces"
18	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"MLS"	"Streptogramin_A_O-acetyltransferase"	"VATB"	"1"	"2"	"5"	"feces"
21829	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Multi-drug_resistance"	"MDR_23S_rRNA_mutation"	"MDR23S"	"1"	"2"	"5"	"feces"
1	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Multi-drug_resistance"	"MDR_mutant_porin_proteins"	"OMPF"	"1"	"2"	"5"	"feces"
7	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"CARA"	"1"	"2"	"5"	"feces"
1	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"LMRC"	"1"	"2"	"5"	"feces"
3	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"LSAB"	"1"	"2"	"5"	"feces"
16	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"LSAC"	"1"	"2"	"5"	"feces"
7	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"MACB"	"1"	"2"	"5"	"feces"
15	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"MSBA"	"1"	"2"	"5"	"feces"
54	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"OPTRA"	"1"	"2"	"5"	"feces"
56	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"SRMB"	"1"	"2"	"5"	"feces"
12	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"TAEA"	"1"	"2"	"5"	"feces"
18	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"TLRCM"	"1"	"2"	"5"	"feces"
8	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_RND_efflux_pumps"	"HNS"	"1"	"2"	"5"	"feces"
1	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_RND_efflux_pumps"	"MUXC"	"1"	"2"	"5"	"feces"
19	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_RND_efflux_regulator"	"ASMA"	"1"	"2"	"5"	"feces"
13	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Mupirocin"	"Mupirocin-resistant_isoleucyl-tRNA_synthetase"	"ILES"	"1"	"2"	"5"	"feces"
16	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Mupirocin"	"Mupirocin-resistant_isoleucyl-tRNA_synthetase"	"ILES"	"1"	"2"	"5"	"feces"
2	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Mupirocin"	"Mupirocin-resistant_isoleucyl-tRNA_synthetase"	"MUPA"	"1"	"2"	"5"	"feces"
2	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Mycobacterium_tuberculosis-specific_Drug"	"Para-aminosalicylic_acid_resistant_mutant"	"THYA"	"1"	"2"	"5"	"feces"
5	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Nucleosides"	"Streptothricin_acetyltransferase"	"SAT"	"1"	"2"	"5"	"feces"
54099	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Oxazolidinone"	"Oxazolidinone-resistant_23S_rRNA_mutation"	"O23S"	"1"	"2"	"5"	"feces"
186	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Pactamycin"	"Pactamycin-resistant_16S_ribosomal_subunit_protein"	"P16S"	"1"	"2"	"5"	"feces"
1	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	"CAT"	"1"	"2"	"5"	"feces"
54	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Phenicol"	"Phenicol-resistant_23S_rRNA_mutation"	"PH23S"	"1"	"2"	"5"	"feces"
22770	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Pleuromutilin"	"Pleuromutilin-resistant_23S_rRNA_mutation"	"P23S"	"1"	"2"	"5"	"feces"
11160	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Rifampin"	"Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB"	"RPOB"	"1"	"2"	"5"	"feces"
35	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"FOLP"	"1"	"2"	"5"	"feces"
1051	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Tetracyclines"	"Tetracycline_inactivation_enzymes"	"TETX"	"1"	"2"	"5"	"feces"
16	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TET35"	"1"	"2"	"5"	"feces"
78	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETA"	"1"	"2"	"5"	"feces"
23	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETB"	"1"	"2"	"5"	"feces"
17	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETBP"	"1"	"2"	"5"	"feces"
10	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETC"	"1"	"2"	"5"	"feces"
15	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETL"	"1"	"2"	"5"	"feces"
1	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"RPSJ"	"1"	"2"	"5"	"feces"
3307	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TET32"	"1"	"2"	"5"	"feces"
10240	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TET40"	"1"	"2"	"5"	"feces"
996	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TET44"	"1"	"2"	"5"	"feces"
271	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETM"	"1"	"2"	"5"	"feces"
87103	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	"1"	"2"	"5"	"feces"
48933	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETQ"	"1"	"2"	"5"	"feces"
5	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETS"	"1"	"2"	"5"	"feces"
6	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETT"	"1"	"2"	"5"	"feces"
80920	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	"1"	"2"	"5"	"feces"
66504	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Tetracyclines"	"Tetracycline-resistant_16S_ribosomal_subunit_protein"	"TET16S"	"1"	"2"	"5"	"feces"
1	1865104	"G527_5_P1A2_feces_S5"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRF"	"1"	"2"	"5"	"feces"
17	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Arsenic_resistance"	"Arsenic_resistance_protein"	"PSTA"	"1"	"2"	"5"	"feces"
22	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Arsenic_resistance"	"Arsenic_resistance_protein"	"PSTB"	"1"	"2"	"5"	"feces"
7	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Arsenic_resistance"	"Arsenic_resistance_protein"	"PSTC"	"1"	"2"	"5"	"feces"
46	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Arsenic_resistance"	"Arsenic_resistance_protein"	"PSTS"	"1"	"2"	"5"	"feces"
6	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Arsenic_resistance"	"Arsenic_resistance_regulator"	"ARSR"	"1"	"2"	"5"	"feces"
2	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Chromium_resistance"	"Chromium_resistance_protein"	"NFSA"	"1"	"2"	"5"	"feces"
5	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Cobalt_resistance"	"Cobalt_transporting_ATPase"	"CORT"	"1"	"2"	"5"	"feces"
36	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"COPA"	"1"	"2"	"5"	"feces"
2	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"CTPV"	"1"	"2"	"5"	"feces"
9	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"CUEO"	"1"	"2"	"5"	"feces"
8	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"CUTA"	"1"	"2"	"5"	"feces"
16	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"CUTC"	"1"	"2"	"5"	"feces"
6	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"CUTE"	"1"	"2"	"5"	"feces"
5	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"CUTF"	"1"	"2"	"5"	"feces"
298	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"DNAK"	"1"	"2"	"5"	"feces"
1	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"HPCOPA"	"1"	"2"	"5"	"feces"
4	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Copper_resistance"	"Copper_resistance_regulator"	"COMR"	"1"	"2"	"5"	"feces"
4	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Copper_resistance"	"Copper_resistance_regulator"	"CUER"	"1"	"2"	"5"	"feces"
1	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Copper_resistance"	"Copper_resistance_regulator"	"PCOR"	"1"	"2"	"5"	"feces"
10	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Iron_resistance"	"Iron_resistance_protein"	"ACN"	"1"	"2"	"5"	"feces"
1	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Iron_resistance"	"Iron_resistance_protein"	"YBTQ"	"1"	"2"	"5"	"feces"
1	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Lead_resistance"	"Lead_P-type_ATPase_transporter"	"PBRA"	"1"	"2"	"5"	"feces"
2	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"FECE"	"1"	"2"	"5"	"feces"
4	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"MODA"	"1"	"2"	"5"	"feces"
16	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"MODB"	"1"	"2"	"5"	"feces"
35	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"MODC"	"1"	"2"	"5"	"feces"
6	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"TROB"	"1"	"2"	"5"	"feces"
7	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"ARSBM"	"1"	"2"	"5"	"feces"
2	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"ARSCM"	"1"	"2"	"5"	"feces"
1	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"COPBM"	"1"	"2"	"5"	"feces"
50	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"CORA"	"1"	"2"	"5"	"feces"
10	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"CORB"	"1"	"2"	"5"	"feces"
6	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"CORC"	"1"	"2"	"5"	"feces"
39	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"CTPC"	"1"	"2"	"5"	"feces"
1	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"CUEA"	"1"	"2"	"5"	"feces"
144	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"	"1"	"2"	"5"	"feces"
4	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBB"	"1"	"2"	"5"	"feces"
12	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBC"	"1"	"2"	"5"	"feces"
11	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"FIEF"	"1"	"2"	"5"	"feces"
18	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"GOLT"	"1"	"2"	"5"	"feces"
8	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"MNTH"	"1"	"2"	"5"	"feces"
21	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"PITA"	"1"	"2"	"5"	"feces"
4	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"RCNA"	"1"	"2"	"5"	"feces"
1	1865104	"G527_5_P1A2_feces_S5"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"RCNB"	"1"	"2"	"5"	"feces"
