"pattern"	"count"	"nhits"	"sample"
"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation"	87	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation"	218	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation"	23	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB"	216	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation"	17	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation"	16	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Fosfomycin|Fosfomycin_target_mutation|PTSL|RequiresSNPConfirmation"	17	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation"	23	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation"	55	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSE|RequiresSNPConfirmation"	6	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Glycopeptides|VanC-type_regulator|VANRC"	8	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Glycopeptides|VanC-type_resistance_protein|VANC"	20	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC"	5	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC"	8	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Glycopeptides|Vancomycin-resistant_mutation|RPOC|RequiresSNPConfirmation"	35	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Glycopeptides|VanG-type_resistance_protein|VANG"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Glycopeptides|VanM-type_regulator|VANSM"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOBL|RequiresSNPConfirmation"	80	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation"	69	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Lipopeptides|Daptomycin-resistant_mutant|PGSA|RequiresSNPConfirmation"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Lipopeptides|Lysocin-resistant_mutant|MENA|RequiresSNPConfirmation"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|MLS|23S_rRNA_methyltransferases|CFR"	6	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|MLS|23S_rRNA_methyltransferases|ERMB"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA"	17	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC"	340	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUG"	5	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|MLS|Macrolide_phosphotransferases|MPHB"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation"	69413	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRA"	5	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEB"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEC"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|TLRC"	3	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA"	924	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE"	15	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE"	7	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Multi-drug_resistance|MDR_23S_rRNA_mutation|MDR23S|RequiresSNPConfirmation"	2307	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPF|RequiresSNPConfirmation"	5	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|CARA"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MACB"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA"	21	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SRMB"	3	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|TLRCM"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGAD"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS"	3	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXB"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXC"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA"	16	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|RequiresSNPConfirmation"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|NDH|RequiresSNPConfirmation"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation"	6468	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation"	43	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Phenicol|Phenicol-resistant_23S_rRNA_mutation|PH23S|RequiresSNPConfirmation"	13	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation"	2382	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation"	1816	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation"	56	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI"	3	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII"	57	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET35"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38"	6	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA"	5	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB"	15	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETBP"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL"	12	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|RPSJ|RequiresSNPConfirmation"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32"	154	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40"	509	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44"	40	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO"	1584	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ"	2046	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW"	3373	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation"	6595	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA"	22	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB"	15	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC"	22	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS"	36	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR"	5	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Chromium_resistance|Chromium_resistance_protein|NFSA"	10	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Copper_resistance|Copper_resistance_protein|COPA"	64	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Copper_resistance|Copper_resistance_protein|CUEO"	12	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Copper_resistance|Copper_resistance_protein|CUTA"	6	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Copper_resistance|Copper_resistance_protein|CUTC"	16	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Copper_resistance|Copper_resistance_protein|CUTE"	15	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Copper_resistance|Copper_resistance_protein|CUTF"	20	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Copper_resistance|Copper_resistance_protein|DNAK"	14	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Copper_resistance|Copper_resistance_protein|PCOD"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Copper_resistance|Copper_resistance_regulator|BHSA"	5	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Copper_resistance|Copper_resistance_regulator|COMR"	7	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Copper_resistance|Copper_resistance_regulator|CUER"	5	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Iron_resistance|Iron_resistance_protein|ACN"	8	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Mercury_resistance|Mercury_resistance_regulator|MERR1"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD"	9	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE"	16	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA"	17	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB"	41	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC"	52	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|TROB"	3	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM"	14	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM"	13	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM"	3	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA"	94	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORB"	9	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC"	21	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD"	12	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA"	414	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB"	26	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC"	22	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF"	9	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|GOLT"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH"	18	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP"	7	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA"	26	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNA"	3	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB"	6	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RECGM"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH"	9	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT"	7	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZIPB"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA"	27	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|IRLR"	6	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA"	71	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR"	4	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS"	27	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA"	37	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB"	16	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC"	28	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF"	6	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA"	4	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILE"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP"	3	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR"	10	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS"	17	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS"	2	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA"	35	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB"	50	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC"	15	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD"	34	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE"	28	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR"	12	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Sodium_resistance|Sodium_resistance_protein|CHAA"	13	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Sodium_resistance|Sodium_resistance_protein|NHAA"	18	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Sodium_resistance|Sodium_resistance_protein|NHAB"	37	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ"	1	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Zinc_resistance|Zinc_resistance_protein|ZITB"	9	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA"	11	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB"	7	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC"	7	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR"	9	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
"Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR"	46	181788	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_55_P2A19_feces_S55.txt"
